recno,HD,HR,HIP,Fl,Bayer,Cst,SimbadName
3109,193369,7769,100108,36,,Cyg,HD 193369
3110,193370,7770,100122,35,,Cyg,HD 193370
3111,193432,7773,100310,8,nu.,Cap,HD 193432
3112,193452,7775,100325,,bet02,Cap,HD 193452
3113,193495,7776,100345,9,bet,Cap,HD 193495
3114,193571,7779,100469,,kap01,Sgr,HD 193571
3116,193807,7787,100591,,kap02,Sgr,HD 193807
3117,193911,7789,100435,25,,Vul,HD 193911
3118,193924,7790,100751,,alf,Pav,HD 193924
3119,193964,7792,100221,71,,Dra,HD 193964
3120,194093,7796,100453,37,gam,Cyg,HD 194093
3121,194258,7804,100261,,AC,Dra,HD 194258
3122,194317,7806,100587,39,,Cyg,HD 194317
3123,194636,7814,100881,10,pi.,Cap,HD 194636
3124,194939,7821,100977,68,,Aql,HD 194939
3125,194943,7822,101027,11,rho,Cap,HD 194943
3126,195050,7826,100907,40,,Cyg,HD 195050
3127,195068,7828,100859,43,,Cyg,HD 195068
3128,195093,7829,101120,12,omi,Cap,HD 195093
3129,195094,7830,101123,12,omi,Cap,HD 195094
3130,195135,7831,101101,69,,Aql,HD 195135
3131,195295,7834,101076,41,,Cyg,HD 195295
3132,195324,7835,101067,42,,Cyg,HD 195324
3133,195325,7836,101160,1,,Del,HD 195325
3134,195556,7844,101138,45,ome01,Cyg,HD 195556
3135,195569,7846,101477,,nu.,Mic,HD 195569
3136,195593,7847,101214,44,,Cyg,HD 195593
3137,195627,7848,101612,,phi01,Pav,HD 195627
3138,195725,7850,101093,2,the,Cep,HD 195725
3139,195774,7851,101243,46,ome02,Cyg,HD 195774
3140,195810,7852,101421,2,eps,Del,HD 195810
3141,195943,7858,101483,3,eta,Del,HD 195943
3142,195961,7859,101773,,rho,Pav,HD 195961
3143,196051,7863,102162,,mu.01,Oct,HD 196051
3144,196067,7864,102125,,mu.02,Oct,HD 196067
3145,196093,7866,101474,47,,Cyg,HD 196093
3147,196171,7869,101772,,alf,Ind,HD 196171
3148,196180,7871,101589,4,zet,Del,HD 196180
3149,196321,7873,101692,70,,Aql,HD 196321
3150,196348,,101751,13,tau01,Cap,HD 196348
3151,196362,7874,101641,26,,Vul,HD 196362
3152,196378,7875,101983,,phi02,Pav,HD 196378
3153,196502,7879,101260,73,,Dra,HD 196502
3154,196504,7880,101716,27,,Vul,HD 196504
3155,196519,7881,102157,,ups,Pav,HD 196519
3156,196524,7882,101769,6,bet,Del,HD 196524
3157,196544,7883,101800,5,iot,Del,HD 196544
3158,196574,7884,101847,71,l,Aql,HD 196574
3159,196606,7885,101765,48,,Cyg,HD 196606
3160,196662,7889,101923,14,tau,Cap,HD 196662
3161,196724,7891,101867,29,,Vul,HD 196724
3162,196725,7892,101882,8,the,Del,HD 196725
3163,196740,7894,101868,28,,Vul,HD 196740
3164,196755,7896,101916,7,kap,Del,HD 196755
3165,196758,7897,101936,1,,Aqr,HD 196758
3166,196777,7900,101984,15,ups,Cap,HD 196777
3167,196787,7901,100965,75,,Dra,HD 196787
3168,196867,7906,101958,9,alf,Del,HD 196867
3169,196925,7908,101082,74,,Dra,HD 196925
3170,197051,7913,102395,,bet,Pav,HD 197051
3171,197121,7918,102080,10,,Del,HD 197121
3172,197157,7920,102333,,eta,Ind,HD 197157
3173,197177,7921,102066,49,,Cyg,HD 197177
3175,197345,7924,102098,50,alf,Cyg,HD 197345
3176,197461,7928,102281,11,del,Del,HD 197461
3177,197511,7929,102177,51,,Cyg,HD 197511
3178,197572,7932,102276,,X,Cyg,HD 197572
3179,197635,7934,102773,,sig,Pav,HD 197635
3180,197692,7936,102485,16,psi,Cap,HD 197692
3181,197725,7937,102487,17,,Cap,HD 197725
3182,197752,7939,102388,30,,Vul,HD 197752
3183,197812,7941,102440,,U,Del,HD 197812
3184,197912,7942,102453,52,,Cyg,HD 197912
3185,197937,7943,102693,,iot,Mic,HD 197937
3186,197950,7945,102253,4,,Cep,HD 197950
3187,197963,7947,102531,12,gam01,Del,HD 197963
3188,197964,7948,102532,12,gam02,Del,HD 197964
3189,197989,7949,102488,53,eps,Cyg,HD 197989
3190,198001,7950,102618,2,eps,Aqr,HD 198001
3191,198026,7951,102624,3,k,Aqr,HD 198026
3192,198048,7952,102790,,zet,Ind,HD 198048
3193,198069,7953,102633,13,,Del,HD 198069
3194,198084,7955,102431,,ups01,Cep,HD 198084
3195,198134,7956,102571,,T,Cyg,HD 198134
3196,198149,7957,102422,3,eta,Cep,HD 198149
3197,198183,7963,102589,54,lam,Cyg,HD 198183
3198,198232,7965,102831,,alf,Mic,HD 198232
3199,198308,7968,102950,,iot,Ind,HD 198308
3200,198390,7973,102805,15,,Del,HD 198390
3201,198391,7974,102819,14,,Del,HD 198391
3202,198478,7977,102724,55,,Cyg,HD 198478
3203,198529,7979,102989,,bet,Mic,HD 198529
3204,198542,7980,102978,18,ome,Cap,HD 198542
3205,198571,7982,102945,4,,Aqr,HD 198571
3206,198639,7984,102843,56,,Cyg,HD 198639
3207,198667,7985,103005,5,,Aqr,HD 198667
3208,198700,7986,103227,,bet,Ind,HD 198700
3209,198726,7988,102949,,T,Vul,HD 198726
3210,198743,7990,103045,6,mu.,Aqr,HD 198743
3211,198809,7995,103004,31,,Vul,HD 198809
3212,199012,8000,103226,19,,Cap,HD 199012
3213,199081,8001,103089,57,,Cyg,HD 199081
3214,199095,8002,102208,76,,Dra,HD 199095
3215,199140,8007,103191,,BW,Vul,HD 199140
3216,199169,8008,103200,32,,Vul,HD 199169
3217,199253,8011,103294,17,,Del,HD 199253
3218,199254,8012,103298,16,,Del,HD 199254
3219,199345,8015,103401,7,,Aqr,HD 199345
3220,199532,8021,104043,,alf,Oct,HD 199532
3221,199629,8028,103413,58,nu.,Cyg,HD 199629
3222,199665,8030,103527,18,,Del,HD 199665
3223,199697,8032,103511,33,,Vul,HD 199697
3224,199728,8033,103616,20,,Cap,HD 199728
3225,199766,8034,103569,1,eps,Equ,HD 199766
3226,199951,8039,103738,,gam,Mic,HD 199951
3227,199960,8041,103682,11,,Aqr,HD 199960
3228,200120,8047,103632,59,f01,Cyg,HD 200120
3229,200163,8048,103882,,zet,Mic,HD 200163
3230,200256,,103813,2,lam,Equ,HD 200256
3231,200310,8053,103732,60,,Cyg,HD 200310
3232,200365,8055,104085,,mu.,Ind,HD 200365
3233,200496,8058,103981,12,,Aqr,HD 200496
3235,200499,8060,104019,22,eta,Cap,HD 200499
3236,200644,8066,104031,3,,Equ,HD 200644
3237,200702,8069,104177,,eta,Mic,HD 200702
3238,200718,8070,104148,,del,Mic,HD 200718
3239,200761,8075,104139,23,the,Cap,HD 200761
3240,200763,8076,104174,2,,PsA,HD 200763
3241,200790,8077,104101,4,,Equ,HD 200790
3242,200905,8079,104060,62,ksi,Cyg,HD 200905
3243,200914,8080,104234,24,A,Cap,HD 200914
3244,201078,8084,104185,,DT,Cyg,HD 201078
3245,201091,8085,104214,61,,Cyg,HD 201091
3246,201092,8086,104217,61,,Cyg,HD 201092
3247,201184,8087,104365,25,chi,Cap,HD 201184
3248,201251,8089,104194,63,f02,Cyg,HD 201251
3249,201352,8091,104452,27,,Cap,HD 201352
3250,201371,8092,104755,,omi,Pav,HD 201371
3251,201381,8093,104459,13,nu.,Aqr,HD 201381
3252,201433,8094,104371,,V389,Cyg,HD 201433
3253,201601,8097,104521,5,gam,Equ,HD 201601
3254,201616,8098,104538,6,,Equ,HD 201616
3255,201901,8110,104750,3,,PsA,HD 201901
3256,201908,8112,104105,77,,Dra,HD 201908
3258,202109,8115,104732,64,zet,Cyg,HD 202109
3259,202275,8123,104858,7,del,Equ,HD 202275
3260,202320,8127,104963,28,phi,Cap,HD 202320
3261,202369,8128,104974,29,,Cap,HD 202369
3262,202444,8130,104887,65,tau,Cyg,HD 202444
3263,202447,8131,104987,8,alf,Equ,HD 202447
3264,202627,8135,105140,,eps,Mic,HD 202627
3265,202671,8137,105143,30,,Cap,HD 202671
3266,202723,8139,105168,31,,Cap,HD 202723
3267,202730,8140,105319,,the,Ind,HD 202730
3268,202753,8141,105164,15,,Aqr,HD 202753
3269,202850,8143,105102,67,sig,Cyg,HD 202850
3270,202904,8146,105138,66,ups,Cyg,HD 202904
3271,203006,8151,105382,,the01,Mic,HD 203006
3272,203064,8154,105186,68,A,Cyg,HD 203064
3273,203133,8156,105678,,Y,Pav,HD 203133
3274,203222,8160,105412,16,,Aqr,HD 203222
3275,203280,8162,105199,5,alf,Cep,HD 203280
3276,203291,8163,105413,9,,Equ,HD 203291
3277,203344,8165,105411,34,,Vul,HD 203344
3278,203387,8167,105515,32,iot,Cap,HD 203387
3279,203467,8171,105268,6,,Cep,HD 203467
3280,203504,8173,105502,1,,Peg,HD 203504
3281,203525,8175,105574,17,,Aqr,HD 203525
3282,203562,8178,105570,10,bet,Equ,HD 203562
3283,203585,8180,105696,,the02,Mic,HD 203585
3284,203608,8181,105858,,gam,Pav,HD 203608
3285,203638,8183,105665,33,,Cap,HD 203638
3286,203705,8187,105668,18,,Aqr,HD 203705
3287,203760,8188,105841,,gam,Ind,HD 203760
3288,203843,8192,105729,20,,Aqr,HD 203843
3289,203875,8195,105761,19,,Aqr,HD 203875
3290,203881,8196,106044,,SX,Pav,HD 203881
3291,203926,8199,105767,21,,Aqr,HD 203926
3292,204075,8204,105881,34,zet,Cap,HD 204075
3293,204139,8207,105928,35,,Cap,HD 204139
3294,204172,8209,105811,69,,Cyg,HD 204172
3295,204381,8213,106039,36,b,Cap,HD 204381
3296,204394,8214,106067,5,,PsA,HD 204394
3297,204403,8215,105942,70,,Cyg,HD 204403
3298,204414,8217,105966,35,,Vul,HD 204414
3299,204724,8225,106140,2,,Peg,HD 204724
3300,204770,8227,105972,7,,Cep,HD 204770
3301,204771,8228,106093,71,g,Cyg,HD 204771
3302,204783,8229,106327,,ksi,Gru,HD 204783
3303,204854,8230,106340,6,,PsA,HD 204854
3304,204867,8232,106278,22,bet,Aqr,HD 204867
3305,205021,8238,106032,8,bet,Cep,HD 205021
3306,205289,8245,106559,37,,Cap,HD 205289
3307,205435,8252,106481,73,rho,Cyg,HD 205435
3308,205471,8253,106654,8,,PsA,HD 205471
3309,205478,8254,107089,,nu.,Oct,HD 205478
3310,205512,8255,106551,72,,Cyg,HD 205512
3311,205529,8256,106703,7,,PsA,HD 205529
3312,205637,8260,106723,39,eps,Cap,HD 205637
3313,205730,8262,106642,,W,Cyg,HD 205730
3314,205767,8264,106786,23,ksi,Aqr,HD 205767
3315,205811,8265,106783,3,,Peg,HD 205811
3316,205835,8266,106711,74,,Cyg,HD 205835
3317,205852,8267,106787,5,,Peg,HD 205852
3318,205924,8270,106856,4,,Peg,HD 205924
3319,205939,8272,106752,,CP,Cyg,HD 205939
3320,206058,,106942,24,,Aqr,HD 206058
3321,206067,8277,106944,25,d,Aqr,HD 206067
3322,206088,8278,106985,40,gam,Cap,HD 206088
3323,206165,8279,106801,9,,Cep,HD 206165
3324,206240,8280,107843,,lam,Oct,HD 206240
3325,206301,8283,107095,42,,Cap,HD 206301
3326,206330,8284,106999,75,,Cyg,HD 206330
3327,206356,8285,107128,41,,Cap,HD 206356
3328,206445,8287,107144,26,,Aqr,HD 206445
3329,206453,8288,107188,43,kap,Cap,HD 206453
3330,206487,8289,107151,7,,Peg,HD 206487
3331,206538,8291,107097,76,,Cyg,HD 206538
3332,206561,8295,107232,44,,Cap,HD 206561
3333,206570,8297,107129,,V460,Cyg,HD 206570
3334,206644,8300,107162,77,,Cyg,HD 206644
3335,206672,8301,107136,80,pi.01,Cyg,HD 206672
3336,206677,8302,107302,45,,Cap,HD 206677
3337,206742,8305,107380,9,iot,PsA,HD 206742
3338,206774,8307,107253,79,,Cyg,HD 206774
3339,206778,8308,107315,8,eps,Peg,HD 206778
3340,206826,8309,107310,78,mu.01,Cyg,HD 206826
3342,206834,8311,107382,46,c,Cap,HD 206834
3343,206859,8313,107348,9,,Peg,HD 206859
3344,206901,8315,107354,10,kap,Peg,HD 206901
3345,206936,8316,107259,,mu.,Cep,HD 206936
3346,206952,8317,107119,11,,Cep,HD 206952
3347,207005,8318,107487,47,,Cap,HD 207005
3348,207052,8319,107517,48,lam,Cap,HD 207052
3349,207089,8321,107472,12,,Peg,HD 207089
3350,207098,8322,107556,49,del,Cap,HD 207098
3351,207130,8324,107230,78,,Dra,HD 207130
3352,207155,8326,107608,10,the,PsA,HD 207155
3353,207203,8328,107575,11,,Peg,HD 207203
3354,207241,8333,107835,,omi,Ind,HD 207241
3355,207260,8334,107418,10,nu.,Cep,HD 207260
3356,207330,8335,107533,81,pi.02,Cyg,HD 207330
3357,207528,8339,107586,12,,Cep,HD 207528
3358,207650,8343,107763,14,,Peg,HD 207650
3359,207652,8344,107788,13,,Peg,HD 207652
3360,207958,8351,108036,51,mu.,Cap,HD 207958
3361,207971,8353,108085,,gam,Gru,HD 207971
3362,207978,8354,107975,15,,Peg,HD 207978
3363,208057,8356,108022,16,,Peg,HD 208057
3364,208149,8362,108281,,pi.,Ind,HD 208149
3365,208450,8368,108431,,del,Ind,HD 208450
3366,208496,8369,108478,,kap,Ind,HD 208496
3367,208501,8371,108165,13,,Cep,HD 208501
3368,208565,8373,108339,17,,Peg,HD 208565
3369,208816,8383,108317,,VV,Cep,HD 208816
3370,209008,8385,108612,18,,Peg,HD 209008
3371,209014,8386,108661,12,eta,PsA,HD 209014
3372,209100,8387,108870,,eps,Ind,HD 209100
3373,209128,8390,108691,28,,Aqr,HD 209128
3374,209166,8392,108693,20,,Peg,HD 209166
3375,209167,8393,108699,19,,Peg,HD 209167
3376,209278,8396,108797,29,,Aqr,HD 209278
3377,209369,8400,108535,16,,Cep,HD 209369
3378,209396,8401,108868,30,,Aqr,HD 209396
3379,209409,8402,108874,31,omi,Aqr,HD 209409
3380,209459,8404,108875,21,,Peg,HD 209459
3381,209476,8405,108952,13,,PsA,HD 209476
3382,209481,8406,108772,14,,Cep,HD 209481
3383,209529,8409,109081,,kap,Ind,HD 209529
3384,209625,8410,108991,32,,Aqr,HD 209625
3385,209688,8411,109111,,lam,Gru,HD 209688
3386,209744,,108925,15,,Cep,HD 209744
3387,209747,8413,109068,22,nu.,Peg,HD 209747
3388,209750,8414,109074,34,alf,Aqr,HD 209750
3389,209772,8416,108924,18,,Cep,HD 209772
3390,209790,8417,108917,17,ksi,Cep,HD 209790
3392,209819,8418,109139,33,iot,Aqr,HD 209819
3393,209833,8419,109056,23,,Peg,HD 209833
3394,209952,8425,109268,,alf,Gru,HD 209952
3395,209960,8426,109005,20,,Cep,HD 209960
3396,209975,8428,109017,19,,Cep,HD 209975
3397,210027,8430,109176,24,iot,Peg,HD 210027
3398,210049,8431,109285,14,mu.,PsA,HD 210049
3399,210066,8433,109289,,ups,PsA,HD 210066
3400,210129,8438,109240,25,,Peg,HD 210129
3401,210191,8439,109332,35,,Aqr,HD 210191
3402,210302,8447,109422,15,tau,PsA,HD 210302
3403,210334,8448,109303,,AR,Lac,HD 210334
3404,210354,8449,109352,27,pi.01,Peg,HD 210354
3405,210418,8450,109427,26,the,Peg,HD 210418
3406,210422,,109460,37,,Aqr,HD 210422
3407,210424,8452,109472,38,e,Aqr,HD 210424
3408,210459,8454,109410,29,pi.,Peg,HD 210459
3409,210516,8459,109458,28,,Peg,HD 210516
3410,210705,8462,109624,39,,Aqr,HD 210705
3411,210745,8465,109492,21,zet,Cep,HD 210745
3412,210807,8468,109400,24,,Cep,HD 210807
3413,210839,8469,109556,22,lam,Cep,HD 210839
3414,210853,8471,110078,,psi,Oct,HD 210853
3415,210934,8478,109789,16,lam,PsA,HD 210934
3416,210960,8480,109786,41,,Aqr,HD 210960
3417,210967,8481,110256,,eps,Oct,HD 210967
3418,211088,8486,109908,,mu.01,Gru,HD 211088
3419,211202,8488,109973,,mu.02,Gru,HD 211202
3420,211336,8494,109857,23,eps,Cep,HD 211336
3421,211361,8496,110000,42,,Aqr,HD 211361
3422,211388,8498,109937,1,,Lac,HD 211388
3423,211391,8499,110003,43,the,Aqr,HD 211391
3424,211416,8502,110130,,alf,Tuc,HD 211416
3425,211434,8504,110023,44,,Aqr,HD 211434
3426,211539,8505,111196,,ups,Oct,HD 211539
3427,211676,8508,110179,45,,Aqr,HD 211676
3428,211833,8511,110103,25,,Cep,HD 211833
3429,211838,8512,110273,46,rho,Aqr,HD 211838
3430,211924,8513,110298,30,,Peg,HD 211924
3431,211998,8515,110618,,nu.,Ind,HD 211998
3432,212010,8516,110391,47,,Aqr,HD 212010
3433,212061,8518,110395,48,gam,Aqr,HD 212061
3434,212076,8520,110386,31,,Peg,HD 212076
3435,212087,8521,110478,,pi.01,Gru,HD 212087
3436,212097,8522,110371,32,,Peg,HD 212097
3437,212120,8523,110351,2,,Lac,HD 212120
3438,212132,8524,110506,,pi.02,Gru,HD 212132
3439,212271,8529,110529,49,,Aqr,HD 212271
3440,212395,8532,110548,33,,Peg,HD 212395
3441,212404,8533,110578,51,,Aqr,HD 212404
3442,212430,8534,110602,50,,Aqr,HD 212430
3443,212466,,110504,,RW,Cep,HD 212466
3444,212496,8538,110538,3,bet,Lac,HD 212496
3445,212571,8539,110672,52,pi.,Aqr,HD 212571
3446,212581,8540,110838,,del,Tuc,HD 212581
3447,212593,8541,110609,4,,Lac,HD 212593
3448,212697,8544,110778,53,f,Aqr,HD 212697
3450,212754,8548,110785,34,,Peg,HD 212754
3451,212943,8551,110882,35,,Peg,HD 212943
3452,212953,8552,110936,,nu.,Gru,HD 212953
3453,213009,8556,110997,,del01,Gru,HD 213009
3454,213051,8558,110960,55,zet01,Aqr,HD 213051
3456,213080,8560,111043,,del02,Gru,HD 213080
3457,213087,8561,110817,26,,Cep,HD 213087
3458,213119,8562,110986,36,,Peg,HD 213119
3459,213235,8566,111062,37,,Peg,HD 213235
3460,213236,8567,111086,56,,Aqr,HD 213236
3461,213296,8570,111138,,zet,PsA,HD 213296
3462,213306,8571,110991,27,del,Cep,HD 213306
3463,213307,,110988,27,del,Cep,HD 213307
3464,213310,8572,111022,5,,Lac,HD 213310
3465,213320,8573,111123,57,sig,Aqr,HD 213320
3466,213323,8574,111068,38,,Peg,HD 213323
3467,213398,8576,111188,17,bet,PsA,HD 213398
3468,213403,8578,110787,28,,Cep,HD 213403
3469,213420,8579,111104,6,,Lac,HD 213420
3470,213442,8582,111310,,nu.,Tuc,HD 213442
3471,213464,8583,111200,58,,Aqr,HD 213464
3472,213558,8585,111169,7,alf,Lac,HD 213558
3473,213617,8586,111278,39,,Peg,HD 213617
3474,213789,8590,111394,60,,Aqr,HD 213789
3475,213798,8591,111056,29,rho,Cep,HD 213798
3476,213845,8592,111449,59,ups,Aqr,HD 213845
3477,213998,8597,111497,62,eta,Aqr,HD 213998
3478,214085,8600,111594,,sig01,Gru,HD 214085
3479,214150,8602,111643,,sig02,Gru,HD 214150
3480,214167,,111546,8,,Lac,HD 214167
3481,214168,8603,111544,8,,Lac,HD 214168
3482,214376,8610,111710,63,kap,Aqr,HD 214376
3483,214454,8613,111674,9,,Lac,HD 214454
3484,214470,8615,111532,31,,Cep,HD 214470
3485,214567,8618,111810,40,,Peg,HD 214567
3486,214680,8622,111841,10,,Lac,HD 214680
3487,214698,8624,111884,41,,Peg,HD 214698
3488,214734,8627,111797,30,,Cep,HD 214734
3489,214748,8628,111954,18,eps,PsA,HD 214748
3490,214846,8630,112405,,bet,Oct,HD 214846
3491,214868,8632,111944,11,,Lac,HD 214868
3492,214923,8634,112029,42,zet,Peg,HD 214923
3493,214952,8636,112122,,bet,Gru,HD 214952
3494,214966,8637,112102,19,,PsA,HD 214966
3495,214993,8640,112031,12,,Lac,HD 214993
3496,214994,8641,112051,43,omi,Peg,HD 214994
3497,215104,8644,112203,,rho,Gru,HD 215104
3498,215143,8647,112179,67,,Aqr,HD 215143
3499,215167,8649,112211,66,g,Aqr,HD 215167
3500,215182,8650,112158,44,eta,Peg,HD 215182
3501,215369,8655,112374,,eta,Gru,HD 215369
3502,215373,8656,112242,13,,Lac,HD 215373
3503,215510,8660,112358,45,,Peg,HD 215510
3504,215573,8663,112781,,ksi,Oct,HD 215573
3505,215648,8665,112447,46,ksi,Peg,HD 215648
3506,215665,8667,112440,47,lam,Peg,HD 215665
3507,215721,8670,112529,68,,Aqr,HD 215721
3508,215766,8673,112542,69,tau01,Aqr,HD 215766
3509,215789,8675,112623,,eps,Gru,HD 215789
3510,215874,8676,112615,70,,Aqr,HD 215874
3511,216032,8679,112716,71,tau02,Aqr,HD 216032
3512,216131,8684,112748,48,mu.,Peg,HD 216131
3513,216200,8690,112778,14,,Lac,HD 216200
3514,216210,8693,112862,21,,PsA,HD 216210
3515,216228,8694,112724,32,iot,Cep,HD 216228
3516,216336,8695,112948,22,gam,PsA,HD 216336
3517,216385,8697,112935,49,sig,Peg,HD 216385
3518,216386,8698,112961,73,lam,Aqr,HD 216386
3519,216397,8699,112917,15,,Lac,HD 216397
3520,216435,8700,113044,,tau01,Gru,HD 216435
3521,216437,8701,113137,,rho,Ind,HD 216437
3522,216494,8704,113031,74,,Aqr,HD 216494
3523,216627,8709,113136,76,del,Aqr,HD 216627
3524,216637,8710,113127,78,,Aqr,HD 216637
3525,216640,8711,113148,77,,Aqr,HD 216640
3526,216655,,113191,,tau02,Gru,HD 216655
3527,216656,,113190,,tau02,Gru,HD 216656
3528,216701,8715,113167,1,,Psc,HD 216701
3529,216735,8717,113186,50,rho,Peg,HD 216735
3530,216763,8720,113246,23,del,PsA,HD 216763
3531,216823,8722,113307,,tau03,Gru,HD 216823
3532,216916,8725,113281,16,,Lac,HD 216916
3533,216956,8728,113368,24,alf,PsA,HD 216956
3534,217014,8729,113357,51,,Peg,HD 217014
3535,217050,8731,113327,,EW,Lac,HD 217050
3536,217232,8739,113503,52,,Peg,HD 217232
3537,217264,8742,113521,2,,Psc,HD 217264
3538,217364,8747,113638,,zet,Gru,HD 217364
3539,217428,8750,113610,3,,Psc,HD 217428
3540,217531,8757,113674,81,,Aqr,HD 217531
3541,217675,8762,113726,1,omi,And,HD 217675
3542,217701,8763,113781,82,,Aqr,HD 217701
3543,217782,8766,113788,2,,And,HD 217782
3544,217792,8767,113860,,pi.,PsA,HD 217792
3545,217891,8773,113889,4,bet,Psc,HD 217891
3546,217902,8774,113957,,kap,Gru,HD 217902
3547,217906,8775,113881,53,bet,Peg,HD 217906
3548,218031,8780,113919,3,,And,HD 218031
3549,218045,8781,113963,54,alf,Peg,HD 218045
3550,218060,8782,113996,83,h,Aqr,HD 218060
3551,218227,8787,114131,,the,Gru,HD 218227
3552,218240,8789,114119,86,c01,Aqr,HD 218240
3553,218242,8790,114132,,ups,Gru,HD 218242
3554,218329,8795,114144,55,,Peg,HD 218329
3555,218356,8796,114155,56,,Peg,HD 218356
3556,218376,8797,114104,1,,Cas,HD 218376
3557,218452,8804,114200,4,,And,HD 218452
3558,218470,8805,114210,5,,And,HD 218470
3559,218527,8807,114273,5,A,Psc,HD 218527
3560,218594,8812,114341,88,c02,Aqr,HD 218594
3561,218634,8815,114347,57,,Peg,HD 218634
3562,218640,8817,114375,89,c03,Aqr,HD 218640
3563,218658,8819,114222,33,pi.,Cep,HD 218658
3564,218670,8820,114421,,iot,Gru,HD 218670
3565,218700,8821,114389,58,,Peg,HD 218700
3566,218753,8822,114365,2,,Cas,HD 218753
3567,218804,8825,114430,6,,And,HD 218804
3568,218918,8826,114520,59,,Peg,HD 218918
3569,218935,8827,114526,60,,Peg,HD 218935
3570,219080,8830,114570,7,,And,HD 219080
3571,219215,8834,114724,90,phi,Aqr,HD 219215
3572,219449,8841,114855,91,psi01,Aqr,HD 219449
3573,219477,8842,114844,61,,Peg,HD 219477
3574,219571,8848,114996,,gam,Tuc,HD 219571
3575,219576,8850,114939,92,chi,Aqr,HD 219576
3576,219615,8852,114971,6,gam,Psc,HD 219615
3577,219688,8858,115033,93,psi02,Aqr,HD 219688
3578,219693,8859,115054,,phi,Gru,HD 219693
3579,219734,8860,115022,8,,And,HD 219734
3580,219765,8862,115836,,tau,Oct,HD 219765
3581,219784,8863,115102,,gam,Scl,HD 219784
3582,219815,8864,115065,9,,And,HD 219815
3583,219832,8865,115115,95,psi03,Aqr,HD 219832
3584,219834,8866,115126,94,,Aqr,HD 219834
3585,219877,8868,115142,96,,Aqr,HD 219877
3586,219916,8872,115088,34,omi,Cep,HD 219916
3587,219945,8874,115152,11,,And,HD 219945
3588,219981,8876,115191,10,,And,HD 219981
3589,220009,8878,115227,7,b,Psc,HD 220009
3590,220061,8880,115250,62,tau,Peg,HD 220061
3591,220088,8882,115271,63,,Peg,HD 220088
3592,220117,8885,115280,12,,And,HD 220117
3593,220222,8887,115355,64,,Peg,HD 220222
3594,220278,8890,115404,97,,Aqr,HD 220278
3595,220318,8891,115407,65,,Peg,HD 220318
3596,220321,8892,115438,98,b01,Aqr,HD 220321
3597,220363,8893,115444,66,,Peg,HD 220363
3598,220599,8903,115591,67,,Peg,HD 220599
3599,220652,8904,115590,4,,Cas,HD 220652
3600,220657,8905,115623,68,ups,Peg,HD 220657
3601,220704,8906,115669,99,b02,Aqr,HD 220704
3602,220729,8907,115713,,omi,Gru,HD 220729
3603,220825,8911,115738,8,kap,Psc,HD 220825
3604,220858,8912,115768,9,,Psc,HD 220858
3605,220885,8913,115755,13,,And,HD 220885
3606,220933,8915,115806,69,,Peg,HD 220933
3607,220954,8916,115830,10,the,Psc,HD 220954
3608,221115,8923,115919,70,,Peg,HD 221115
3609,221253,8926,115990,,AR,Cas,HD 221253
3610,221345,8930,116076,14,,And,HD 221345
3611,221357,8932,116118,100,,Aqr,HD 221357
3612,221409,8934,116146,13,,Psc,HD 221409
3613,221507,8937,116231,,bet,Scl,HD 221507
3614,221565,8939,116247,101,b03,Aqr,HD 221565
3615,221615,8940,116264,71,,Peg,HD 221615
3616,221673,8943,116310,72,,Peg,HD 221673
3617,221675,8944,116323,14,,Psc,HD 221675
3618,221756,8947,116354,15,,And,HD 221756
3619,221758,8948,116355,73,,Peg,HD 221758
3620,221760,8949,116389,,iot,Phe,HD 221760
3621,221833,,116422,15,,Psc,HD 221833
3622,221950,8954,116495,16,,Psc,HD 221950
3623,222098,8960,116592,74,,Peg,HD 222098
3624,222107,8961,116584,16,lam,And,HD 222107
3625,222133,8963,116611,75,,Peg,HD 222133
3626,222173,8965,116631,17,iot,And,HD 222173
3627,222287,8966,116737,,the,Phe,HD 222287
3628,222304,8967,116709,18,,And,HD 222304
3629,222345,8968,116758,102,ome01,Aqr,HD 222345
3630,222368,8969,116771,17,iot,Psc,HD 222368
3631,222404,8974,116727,35,gam,Cep,HD 222404
3632,222433,8975,116820,,mu.,Scl,HD 222433
3633,222439,8976,116805,19,kap,And,HD 222439
3634,222547,8980,116889,103,A01,Aqr,HD 222547
3635,222561,,116904,104,A02,Aqr,HD 222561
3636,222574,8982,116901,104,A02,Aqr,HD 222574
3637,222603,8984,116928,18,lam,Psc,HD 222603
3638,222661,8988,116971,105,ome02,Aqr,HD 222661
3639,222683,,116972,76,,Peg,HD 222683
3640,222764,8991,117020,77,,Peg,HD 222764
3642,222842,8997,117073,78,,Peg,HD 222842
3643,222847,8998,117089,106,i01,Aqr,HD 222847
3644,223024,9002,117218,107,i02,Aqr,HD 223024
3645,223047,9003,117221,20,psi,And,HD 223047
3646,223075,9004,117245,19,TX,Psc,HD 223075
3647,223145,9006,117315,,sig,Phe,HD 223145
3648,223165,9008,117301,5,tau,Cas,HD 223165
3649,223252,9012,117375,20,,Psc,HD 223252
3650,223352,9016,117452,,del,Scl,HD 223352
3651,223385,9018,117447,6,,Cas,HD 223385
3652,223438,9022,117491,21,,Psc,HD 223438
3653,223461,9025,117500,79,,Peg,HD 223461
3654,223637,9030,117628,80,,Peg,HD 223637
